61073.81994212963	74.9875581371	-3.339098163324162	0.2070903267195292	-360.00159303734205	1.0138844071108256e-05	/home/alpha/thar_drift/data/espriff/Be20260202_002t.fits
61073.82341435185	64.9884778849	-3.339510376841063	0.3351712404022161	-0.0010663794784540872	9.668273524742221e-06	/home/alpha/thar_drift/data/espriff/Be20260202_003t.fits
61073.8259837963	59.9883019823	-3.2861221225027264	0.40944734719350717	-0.0005759404178892422	9.798265163743187e-06	/home/alpha/thar_drift/data/espriff/Be20260202_004t.fits
61073.82864583333	59.9883019962	-3.2356524303996705	0.46303263032289144	-2.7878985144262736e-05	9.45494174894362e-06	/home/alpha/thar_drift/data/espriff/Be20260202_005t.fits
61073.8334375	54.9883639891	-3.208634033576972	0.4961889527055409	0.0004413857218947113	9.448346641154432e-06	/home/alpha/thar_drift/data/espriff/Be20260202_006t.fits
61073.838009259256	49.9885010752	-3.146162730643873	0.5035071266777118	-359.9988145620832	9.292454507754775e-06	/home/alpha/thar_drift/data/espriff/Be20260202_007t.fits
61073.84210648148	44.9885308721	-3.0624278644342007	0.54211414169975	0.0019734090536948565	8.77743241436355e-06	/home/alpha/thar_drift/data/espriff/Be20260202_008t.fits
61073.84678240741	39.9880993212	-2.917498258110179	0.6856851292940342	0.00269138068265645	8.713714480560652e-06	/home/alpha/thar_drift/data/espriff/Be20260202_009t.fits
61073.85109953704	31.0495265197	-1.8329475830649846	0.654885309521347	360.00211225360493	7.736650967781138e-06	/home/alpha/thar_drift/data/espriff/Be20260202_010t.fits
61073.85388888889	29.9878692583	-0.667098170530891	0.73118187007617	0.0007618426342780048	6.04004190516976e-06	/home/alpha/thar_drift/data/espriff/Be20260202_011t.fits
61073.85839120371	24.9872982534	-0.6735643839416268	0.9231692766884296	0.0005886434783408176	5.254497718122831e-06	/home/alpha/thar_drift/data/espriff/Be20260202_012t.fits
61073.86251157407	19.9881863634	-0.36411060922349914	0.7914825425080781	-4.942631376651733e-06	4.851376023621691e-06	/home/alpha/thar_drift/data/espriff/Be20260202_013t.fits
61073.866377314815	9.9880957628	-0.2742403371552614	0.6734677772052245	3.4208756455685135e-05	4.272155164639256e-06	/home/alpha/thar_drift/data/espriff/Be20260202_014t.fits
61073.86888888889	9.988095762	0.06474797107134511	0.2987891588746375	-0.0012950900251206213	2.14736542771433e-06	/home/alpha/thar_drift/data/espriff/Be20260202_015t.fits
61073.872708333336	5.005162955	0.0	0.0	0.0	0.0	/home/alpha/thar_drift/data/espriff/Be20260202_016t.fits
